=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:08:54 =~=~=~=~=~=~=~=~=~=~=~=
I received:  
inpsec      humid
inI received: humid 
soec   pect;
981229;11019430
981254;11019379
981281;11019889
981307;11019905
981333;11019824
981359;11019837
981386;11019970
981412;11019730
981438;11019633
981464;11019756
981490;11019768
981516;11019612
981543;11019884
981569;11019633
981596;11019644
981621;11019677
981648;11019891
981674;11019788
981701;11019688
981726;11019751
981752;11019746
981779;11019921
981805;11019821
981831;11020145
981857;11019858
981884;11020101
981910;11020182
981936;11019938
981963;11020179
981989;11020242
982015;11020135
982041;11020226
982067;11020328
982093;11020263
982120;11020137
982146;11020114
982172;11020088
982198;11020338
982224;11020226
982251;11020242
982277;11020349
982303;11020294
982329;11020300
982355;11020647
982382;11020961
982408;11020487
982434;11020547
982460;11020508
982487;11020558
982513;11020344
982539;11020738
982565;11020422
982592;11020301
982618;11020445
982644;11020631
982670;11020422
982696;11020654
982723;11020456
982748;11020391
982775;11020412
982801;11020203
982828;11020189
982853;11020231
982880;11020408
982906;11020352
982933;11020375
982958;11020354
982985;11020631
983011;11020422
983037;11020540
983063;11020701
983090;11020456
983115;11020477
983142;11020540
983168;11020663
983194;11020621
983221;11020764
983247;11020594
983273;11020498
983299;11020663
983326;11020636
983352;11020678
983378;11020615
983404;11020621
983431;11020377
983457;11021389
983483;11020705
983509;11020673
983535;11020770
983561;11020777
983587;11020999
983614;11020684
983641;11020819
983666;11020503
983692;11020686
983719;11020903
983745;11020764
983771;11020603
983798;11020370
983823;11020592
983850;11020749
983876;11020726
983902;11021041
983928;11020712
983954;11020582
983981;11020615
984007;11020694
984033;11021026
984060;11020636
984086;11020929
984112;11020887
984138;11020848
984165;11020910
984191;11020877
984216;11021217
984243;11021010
984269;11021127
984296;11020940
984321;11021112
984348;11020994
984374;11020892
984400;11020871
984427;11020919
984453;11020899
984479;11021420
984505;11020892
984531;11020947
984558;11020856
984584;11021203
984610;11021154
984636;11020973
984662;11021026
984689;11021101
984715;11021036
984741;11021080
984768;11021154
984793;11021305
984820;11021015
984846;11021036
984873;11021017
984899;11021250
984925;11021383
984951;11021383
984977;11021639
985004;11021201
985030;11021545
985055;11021496
985082;11021368
985108;11021494
985135;11021473
985160;11021532
985186;11021569
985213;11021425
985239;11021283
985266;11021590
985292;11021411
985318;11021255
985344;11021383
985371;11021211
985396;11021506
985423;11021496
985449;11021182
985475;11021496
985501;11021196
985528;11021229
985554;11021357
985580;11021341
985606;11021112
985632;11021196
985659;11021122
985685;11021203
985711;11021496
985737;11021240
985764;11021041
985789;11021213
985816;11021154
985842;11021117
985868;11020942
985895;11021198
985921;11021234
985947;11021308
985973;11021603
985999;11021587
986026;11021532
986052;11021362
986078;11021485
986104;11021425
986131;11021261
986157;11021234
986183;11021404
986209;11021436
986236;11021313
986261;11021420
986288;11021506
986314;11021224
986340;11021469
986366;11021462
986393;11021592
986419;11021389
986445;11021362
986472;11021015
986497;11021182
986524;11021399
986550;11021660
986576;11021357
986602;11021180
986628;11021715
986655;11021425
986681;11021433
986708;11021357
986733;11021106
986760;11021190
986786;11021464
986812;11021341
986838;11021490
986864;11021595
986891;11021534
986917;11021287
986943;11021240
986969;11021809
986996;11022107
987022;11021853
987048;11022178
987074;11022088
987100;11022034
987127;11021958
987153;11021981
987179;11022018
987205;11021945
987231;11021788
987258;11021943
987284;11022055
987310;11021990
987336;11022078
987363;11022092
987389;11022078
987415;11022120
987441;11021880
987468;11022002
987494;11021697
987520;11021757
987546;11022008
987573;11021699
987599;11021773
987624;11021671
987651;11021997
987677;11021704
987703;11021723
987730;11021634
987756;11021704
987782;11021992
987808;11021671
987835;11021710
987861;11021655
987887;11021890
987913;11022065
987939;11021848
987966;11021809
987992;11021683
988018;11021864
988044;11021874
988070;11021901
988097;11021979
988123;11022000
988149;11021929
988176;11022034
988202;11021943
988227;11022055
988254;11022241
988280;11021806
988307;11022120
988332;11022653
988359;11022188
988385;11022332
988411;11022258
988437;11022141
988464;11022055
988490;11022097
988516;11021992
988542;11022321
988568;11022086
988595;11022444
988621;11022253
988647;11022585
988674;11022620
988700;11022749
988726;11022669
988752;11022713
988778;11022081
988804;11022039
988830;11022514
988857;11022669
988884;11022169
988909;11022113
988935;11022279
988962;11022246
988988;11022339
989014;11022402
989041;11022311
989066;11022264
989093;11022321
989119;11022285
989146;11022679
989171;11022598
989198;11022418
989224;11022423
989250;11022658
989276;11022316
989303;11022781
989328;11022151
989355;11022251
989381;11022681
989407;11022407
989434;11022567
989459;11022376
989486;11022365
989513;11022385
989538;11022465
989564;11022295
989591;11022386
989617;11022648
989644;11022930
989669;11022457
989696;11022776
989722;11022220
989749;11022365
989774;11022695
989801;11022402
989827;11022446
989853;11022136
989879;11022285
989905;11022253
989932;11022392
989958;11022092
989984;11022334
990011;11022504
990037;11022465
990063;11022462
990089;11022369
990115;11022350
990141;11022386
990168;11022428
990194;11022344
990220;11022369
990247;11022723
990273;11022413
990299;11022193
990325;11022290
990351;11022300
990377;11022418
990403;11022365
990430;11022418
990456;11022478
990483;11022390
990508;11022358
990535;11022344
990561;11022423
990587;11022295
990613;11022493
990639;11022658
990666;11022627
990692;11022369
990718;11022439
990744;11022434
990771;11022360
990797;11022690
990823;11022564
990849;11022251
990876;11022188
990901;11022397
990928;11022567
990954;11022457
990980;11022556
991006;11022776
991033;11022499
991059;11022625
991085;11022327
991111;11022337
991138;11022518
991164;11022476
991190;11022509
991216;11022572
991243;11022481
991269;11022653
991295;11022478
991321;11022593
991348;11022449
991374;11022467
991400;11022465
991426;11022497
991452;11022376
991478;11022541
991505;11022478
991531;11022353
991557;11022446
991583;11022486
991609;11022472
991636;11022478
991662;11022833
991688;11022755
991714;11022648
991740;11022653
991766;11022499
991793;11022551
991819;11022674
991846;11022604
991872;11022684
991898;11022695
991924;11022914
991950;11022690
991977;11022674
992003;11022502
992028;11022737
992055;11022653
992081;11022812
992108;11022786
992134;11022867
992160;11022818
992187;11022462
992212;11023074
992238;11022791
992265;11022739
992291;11022648
992317;11022493
992343;11022684
992369;11022716
992396;11022637
992423;11022770
992448;11022632
992475;11022663
992501;11023026
992527;11022977
992553;11022669
992580;11022726
992605;11023005
992632;11023037
992658;11022833
992685;11022797
992710;11022749
992737;11022807
992763;11022786
992790;11022723
992816;11023095
992841;11022953
992868;11023026
992894;11022940
992920;11023123
992946;11023282
992973;11023014
992999;11023144
993025;11023076
993051;11023030
993078;11023121
993104;11023102
993130;11022993
993156;11022958
993182;11022972
993208;11022953
993235;11023089
993261;11022925
993287;11022914
993313;11023123
993340;11023175
993366;11023170
993393;11023789
993418;11023416
993445;11023502
993471;11023703
993497;11023479
993523;11023523
993550;11023463
993575;11023240
993602;11023368
993628;11023682
993654;11023367
993681;11023347
993706;11023479
993733;11023719
993759;11023409
993786;11023361
993811;11023623
993838;11023479
993864;11023447
993890;11023447
993917;11023714
993942;11023435
993969;11023745
993995;11023384
994021;11023468
994047;11023630
994074;11023654
994100;11023442
994126;11023458
994152;11023779
994178;11023516
994205;11023598
994231;11023633
994257;11023661
994283;11023731
994310;11023672
994336;11023922
994362;11023644
994388;11023559
994415;11024008
994441;11023377
994467;11023452
994493;11023489
994519;11023687
994545;11023986
994572;11023565
994598;11023922
994625;11023735
994651;11023502
994676;11023431
994703;11023379
994729;11023745
994755;11023507
994781;11023805
994808;11023602
994834;11023538
994860;11023687
994886;11023666
994913;11023619
994939;11023463
994965;11023374
994991;11023889
995017;11023991
995044;11023698
995070;11023630
995096;11023698
995122;11023612
995149;11023645
995174;11023609
995201;11023538
995227;11023544
995253;11023698
995279;11023933
995305;11023602
995332;11023431
995358;11023901
995385;11023538
995411;11023523
995437;11023533
995463;11023889
995489;11023384
995515;11023831
995542;11023496
995568;11023377
995594;11023505
995620;11023523
995647;11023719
995673;11023630
995699;11023202
995725;11023410
995752;11023612
995778;11023275
995804;11023603
995830;11023665
995856;11023542
995882;11023719
995908;11023580
995935;11023640
995961;11023644
995987;11023593
996014;11023687
996040;11023591
996066;11023481
996092;11023516
996118;11023517
996145;11023742
996171;11023644
996197;11024115
996223;11023959
996249;11023810
996276;11023905
996302;11023873
996329;11024131
996354;11023740
996381;11023865
996407;11023894
996433;11024017
996459;11023645
996485;11023698
996512;11023559
996538;11023758
996564;11023719
996590;11023677
996617;11023794
996643;11023474
996669;11023870
996695;11023847
996722;11023768
996748;11023747
996773;11023586
996800;11023575
996826;11023730
996852;11023779
996879;11023624
996904;11023798
996931;11023787
996957;11023559
996984;11023773
997010;11023614
997036;11023761
997063;11023763
997089;11023805
997114;11023912
997141;11024338
997167;11024456
997193;11024077
997220;11024498
997246;11023858
997272;11024077
997298;11023943
997325;11023996
997351;11024210
997377;11023889
997403;11023965
997429;11024012
997455;11023991
997482;11023943
997508;11023986
997534;11023986
997560;11024093
997587;11023905
997613;11023998
997639;11024028
997665;11024038
997692;11024093
997717;11023905
997744;11023965
997770;11024028
997796;11024024
997822;11023922
997849;11023933
997875;11024178
997901;11023933
997928;11023586
997953;11023687
997980;11023768
998006;11023703
998032;11023991
998058;11024152
998084;11023949
998111;11024077
998137;11024243
998163;11024278
998190;11024285
998216;11024173
998242;11024040
998268;11024317
998294;11023666
998321;11023745
998347;11023891
998373;11023970
998399;11024108
998425;11023730
998452;11023894
998478;11023975
998504;11023922
998530;11023894
